NAME_OF_DISTRICT_COUNCIL_DISTRICT_EN,LOCATION_EN,ADDRESS_EN,NAME_OF_DISTRICT_COUNCIL_DISTRICT_TC,LOCATION_TC,ADDRESS_TC,NAME_OF_DISTRICT_COUNCIL_DISTRICT_SC,LOCATION_SC,ADDRESS_SC,STANDARD_BS1363_no,MEDIUM_IEC62196_no,MEDIUM_SAEJ1772_no,MEDIUM_OTHERS_no,QUICK_CHAdeMO_no,QUICK_CCS_DC_COMBO_no,QUICK_IEC62196_no,QUICK_GB_T20234_3_DC__no,QUICK_OTHERS_no,REMARK_FOR__OTHERS_,DATA_PATH,GeometryLongitude,GeometryLatitude
Tuen Mun,Fu Tai Car Park ,"Fu Tai Shopping Centre, 9 Tuen Kwai Road, Tuen Mun, New Territories",屯門區,富泰停車場,新界屯門屯貴路9號富泰商場,屯门区,富泰停车场,新界屯门屯贵路9号富泰商场,0,12,0,0,1,5,1,0,0,-,-,113.98381500000005,22.414191000000073
Tuen Mun,V City,"9 Tuen Mun Heung Sze Wui Rd, Tuen Mun",屯門區,V City,9 屯門鄉事會路,屯门区,V City,9 屯门乡事会路,5,0,0,0,0,0,5,0,4,-,-,113.97436800000003,22.395897000000048
Tuen Mun,Yan Tin Estate Carpark,"39, Tsing Lun Road, Tuen Mun, New Territories",屯門區,欣田邨停車場,新界屯門青麟路39號,屯门区,欣田邨停车场,新界屯门青麟路39号,0,2,0,0,0,0,0,0,0,-,-,113.97581300000002,22.414307000000065
Tuen Mun,99Common,"99 Pui To Rd, Tuen Mun",屯門區,99Common,屯門杯渡路99號,屯门区,99Common,屯门杯渡路99号,0,0,0,3,0,0,0,0,0,Tesla Wall Connector,-,113.96828700000003,22.394835000000057
Tuen Mun,No.4 Kin Fat Lane,"33 Kin Wing Street, Tuen Mun",屯門區,發里4 號,屯門建榮街33號,屯门区,发里4 号,屯门建荣街33号,0,0,0,0,0,0,0,0,12,Tesla Wall Connector,-,113.9686640000001,22.396687000000043
Tuen Mun,Tuen Mun Swimming Pool,"8 Hoi Wong RD, Tuen Mun, New Territories",屯門區,屯門游泳池,新界屯門海皇路8號,屯门区,屯门游泳池,新界屯门海皇路8号,0,3,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json,113.96981800000003,22.384388000000058
Tuen Mun,LUNG YAT ESTATE,"Lung Yat Estate, Tuen Mun, New Territories",屯門區,龍逸邨,"龍逸邨, 屯門區, 新界",屯门区,龙逸邨,"龙逸邨, 屯门区, 新界",1,0,0,0,0,0,0,0,0,-,-,113.96751400000005,22.386835000000076
Tuen Mun,Tuen Mun Government Offices,"No.1 Tuen Hi Road, Tuen Mun, New Territories",屯門區,屯門政府合署,新界屯門屯喜路1號,屯门区,屯门政府合署,新界屯门屯喜路1号,0,22,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json,113.97633400000007,22.38997100000006
Tuen Mun,Tuen Mun North West Swimming Pool,"95 Ming Kum Road, Tuen Mun, N.T.",屯門區,屯門西北游泳池,屯門鳴琴路95號,屯门区,屯门西北游泳池,屯门鸣琴路95号,0,9,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json,113.96556900000007,22.408665000000042
Tuen Mun,Yau Oi Sports Centre,"No. 3 Hing On Lane, Tuen Mun, New Territories",屯門區,友愛體育館,新界屯門興安里3號,屯门区,友爱体育馆,新界屯门兴安里3号,0,3,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json,113.97131300000001,22.385109000000057
Tuen Mun,Siu Hei Car Park ,"Siu Hei Commercial Centre, 201 Wu Chui Road, Tuen Mun, New Territories",屯門區,兆禧停車場,新界屯門湖翠路201號兆禧苑商場,屯门区,兆禧停车场,新界屯门湖翠路201号兆禧苑商场,0,0,0,0,0,2,0,0,0,-,-,113.96683700000006,22.373358000000053
Tuen Mun,Ching Tin Estate,Yan Po Road,屯門區,菁田邨,屯門欣寶路,屯门区,菁田邨,屯门欣宝路,0,4,0,0,0,0,0,0,0,-,-,113.97080300000005,22.41193000000004
Tuen Mun,Wo Tin Estate,"35 Hing Kwai St, Tuen Mun",屯門區,和田邨,屯門興貴街35號,屯门区,和田邨,屯门兴贵街35号,0,4,0,0,0,0,0,0,0,-,-,113.96903600000007,22.414180000000044
Tuen Mun,Tin King Car Park,"Tin King Estate Car Park, 10 Tin King Road, Tuen Mun,  New Territories",屯門區,田景停車場,新界屯門田景路10號田景邨停車場,屯门区,田景停车场,新界屯门田景路10号田景邨停车场,0,11,0,0,0,0,0,0,0,-,-,113.96508800000004,22.40660500000007
Tuen Mun,Leung King Car Park ,"Leung King Plaza, 31 Tin King Road, Tuen Mun, New Territories",屯門區,良景停車場,新界屯門田景路31號良景廣場,屯门区,良景停车场,新界屯门田景路31号良景广场,0,12,0,0,0,6,0,0,0,-,-,113.96265400000004,22.406017000000077
Tuen Mun,Blossom Garden,"11 Leung Tak Street, Tuen Mun",屯門區,寶怡花園,屯門良德街11號,屯门区,宝怡花园,屯门良德街11号,0,0,0,0,0,2,0,0,0,-,-,113.96863500000006,22.407666000000063
Tuen Mun,Chelsea Heights Phase II,"1 Shek Pai Tau Path, Tuen Mun",屯門區,卓爾居2期,屯門石排頭徑1號,屯门区,卓尔居2期,屯门石排头径1号,0,0,0,3,0,0,0,0,6,Tesla Wall Connector / Supercharger,-,113.97438900000009,22.400443000000053
Tuen Mun,Butterfly Car Park,"1 Wu Chui Rd, Tuen Mun",屯門區,蝴蝶停車場,屯門湖翠路1號,屯门区,蝴蝶停车场,屯门湖翠路1号,0,27,0,0,0,0,0,0,0,-,-,113.96289000000002,22.375662000000034
Tuen Mun,Kingston Terrace,KING SAN PATH,屯門區,景新臺,景新徑,屯门区,景新台,景新径,0,6,0,0,0,0,0,0,0,-,-,113.98074600000007,22.402389000000028
Tuen Mun,YAU OI ESTATE,"YAU OI ROAD, TUEN MUN",屯門區,友愛邨,屯門 友愛路,屯门区,友爱邨,屯门 友爱路,0,0,0,0,2,2,0,0,0,-,-,113.97464100000002,22.388103000000058
Tuen Mun,Marina Garden,"Marina Garden Block 4, 280 Wu Chui Rd, Tuen Mun",屯門區,慧豐園,屯門碼頭湖翠路280號,屯门区,慧丰园,屯门码头湖翠路280号,0,2,0,0,0,0,0,0,0,-,-,113.97088400000007,22.37298500000003
Tuen Mun,Hotel COZI Resort,4 Kin Fung Circuit,屯門區,悦品度假酒店,屯門建豐街4號,屯门区,悦品度假酒店,屯门建丰街4号,0,0,0,0,0,0,0,0,2,Tesla Wall Connector,-,113.97217200000011,22.39583200000004
Tuen Mun,HUNG CHEUNG INDUSTRIAL CENTRE,"TSING YEUNG CIRCUIT, TUEN MUN",屯門區,鴻昌工業中心,屯門 青楊街,屯门区,鸿昌工业中心,屯门 青杨街,0,0,0,0,0,0,1,0,0,-,-,113.96914700000002,22.399954000000037
Tuen Mun,Sam Shing Car Park ,"Sam Shing Commercial Centre, 6 Sam Shing Street, Tuen Mun,  New Territories",屯門區,三聖停車場,新界屯門三聖街6號三聖商場,屯门区,三圣停车场,新界屯门三圣街6号三圣商场,0,12,0,0,0,0,0,0,0,-,-,113.9785270000001,22.380657000000042
Tuen Mun,San Wai Car Park,"23 Tin King Rd, Tuen Mun",屯門區,新圍停車場,新界屯門田景路23號新圍苑停車場,屯门区,新围停车场,新界屯门田景路23号新围苑停车场,0,3,0,0,0,0,0,0,0,-,-,113.96310300000005,22.404597000000024
Islands,Citygate P3 Carpark,"39 Man Tung Road, Tung Chung",離島區,東薈城P3停車場,東涌文東路39號,离岛区,东荟城P3停车场,东涌文东路39号,0,0,0,0,0,0,2,0,4,-,-,113.94330300000001,22.290981000000045
Islands,Citygate P1 Carpark,"18 Tat Tung Road, Tung Chung",離島區,東薈城P1停車場,東涌達東路18號,离岛区,东荟城P1停车场,东涌达东路18号,0,0,0,0,1,1,6,0,4,Tesla Supercharger,-,113.94053200000008,22.29026600000003
Islands,Fu Tung Car Park A ,"Fu Tung Plaza, 6 Fu Tung Street, Tung Chung, New Territories",離島區,富東A停車場,新界東涌富東街6號富東廣場,离岛区,富东A停车场,新界东涌富东街6号富东广场,0,12,0,0,0,2,3,0,0,-,-,113.94225400000005,22.286571000000038
Islands,Hong Kong SkyCity Marriott Hotel,"1 Sky City Rd E, Chek Lap Kok",離島區,香港天際萬豪酒店,赤鱲角航天城東路1號,离岛区,香港天际万豪酒店,赤鱲角航天城东路1号,0,0,0,0,0,0,0,0,4,Tesla Wall Connector,-,113.94363500000009,22.319853000000023
Islands,AIRPORT CAR PARK 4,"GF-L5, 11 CHEONG TAT ROAD, Hong Kong International Airport, Islands District, New Territories",離島區,機場四號停車埸,大嶼山香港國際機場暢達路11號地下至五樓,离岛区,机场四号停车埸,大屿山香港国际机场畅达路11号地下至五楼,0,78,0,0,5,3,0,0,0,-,-,113.93449800000008,22.317513000000076
Islands,Hong Kong Disneyland,Fantasy Road,離島區,香港迪士尼樂園,幻想道,离岛区,香港迪士尼乐园,幻想道,2,26,0,8,0,0,0,0,0,-,-,114.04783300000008,22.316763000000037
Islands,Hong Kong Disneyland Hotel,"MAGIC ROAD, ISLANDS",離島區,香港迪士尼樂園酒店,離島 神奇道,离岛区,香港迪士尼乐园酒店,离岛 神奇道,1,0,0,1,0,0,0,0,0,Tesla Wall Connector,-,114.04348300000004,22.30872000000005
Islands,HK Disneyland Theme Park Hollywood Hotel (Building 645),"MAGIC ROAD, ISLANDS",離島區,香港迪士尼主題樂園好萊塢酒店,離島 神奇道,离岛区,香港迪士尼主题乐园好莱坞酒店,离岛 神奇道,1,14,0,0,0,0,0,0,0,-,-,114.03947100000005,22.30825200000004
Islands,Disney Explorers Lodge,Magic Rd,離島區,迪士尼探索家度假酒店,神奇道,离岛区,迪士尼探索家度假酒店,神奇道,1,4,0,0,0,0,0,0,0,-,-,114.03911600000004,22.309346000000062
Islands,Yat Tung Car Park 2 & 3 (Sin Yat) ,"Yat Tung Shopping Centre, 8 Yat Tung Street, Tung Chung, New Territories",離島區,逸東2號及3號(善逸)停車場,新界東涌逸東街8號逸東商場,离岛区,逸东2号及3号(善逸)停车场,新界东涌逸东街8号逸东商场,0,0,0,0,2,2,2,0,0,-,-,113.93577600000003,22.281160000000057
Islands,Regal Airport Hotel,"9 Cheong Tat Rd, Chek Lap Kok",離島區,富豪機場酒店,赤鱲角暢達路9號,离岛区,富豪机场酒店,赤鱲角畅达路9号,0,0,0,0,0,0,0,0,1,Tesla Wall Connector,-,113.93451100000004,22.319443000000035
Islands,Cathay Pacific City,"International Airport, East Coast Rd, Lantau Island",離島區,國泰城,機場東岸路,离岛区,国泰城,机场东岸路,0,4,0,0,0,0,0,0,0,-,-,113.93475000000001,22.29817900000006
Islands,Mun Tung Estate,CHUNG MUN ROAD,離島區,滿東邨,松滿路,离岛区,满东邨,松满路,8,0,0,0,0,0,0,0,0,-,-,113.93386100000009,22.277479000000028
Islands,Hong Kong-Zhuhai-Macao Bridge Hong Kong Port car park 2,"Hong Kong-Zhuhai-Macao Bridge Hong Kong Port, Lantau Island, Hong Kong",離島區,港珠澳大橋香港口岸2號停車場,香港大嶼山港珠澳大橋香港口岸,离岛区,港珠澳大桥香港口岸2号停车场,香港大屿山港珠澳大桥香港口岸,0,89,0,0,0,0,0,0,0,-,-,113.95275300000003,22.315887000000032
Islands,Hong Kong-Zhuhai-Macao Bridge Hong Kong Port car park 1,"Hong Kong-Zhuhai-Macao Bridge Hong Kong Port, Lantau Island, Hong Kong",離島區,港珠澳大橋香港口岸1號停車場,香港大嶼山港珠澳大橋香港口岸,离岛区,港珠澳大桥香港口岸1号停车场,香港大屿山港珠澳大桥香港口岸,0,0,0,0,1,1,1,1,0,-,-,113.9524540000001,22.316524000000072
Islands,Ngan Ho Court,NGAN KWONG WAN ROAD,離島區,銀河苑,銀鑛灣路,离岛区,银河苑,银鑛湾路,1,0,0,0,0,0,0,0,0,-,-,113.99540400000001,22.265187000000026
Islands,Ngan Wai Court,NGAN KWONG WAN ROAD,離島區,銀蔚苑,銀鑛灣路,离岛区,银蔚苑,银鑛湾路,1,0,0,0,0,0,0,0,0,-,-,113.99798400000009,22.265651000000048
Islands,Ying Tung Estate,"Ying Tung Estate, Islands, New Territories",離島區,迎東,"迎東邨, 離島區, 新界",离岛区,迎东,"迎东邨, 离岛区, 新界",5,0,0,0,0,0,0,0,0,-,-,113.95346800000004,22.296024000000045
Islands,Mui Wo Ferry Pier Road Car Park,"14 Mui Wo Ferry Pier Road, Mui Wo",離島區,梅窩碼頭路停車場,梅窩梅窩碼頭路14號,离岛区,梅窝码头路 (CX 2579),离岛 梅窝码头路,0,9,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json,114.00064300000008,22.263359000000037
Islands,Tung Chung Municipal Services Building,"39 Man Tung Road, Tung Chung, Lantau Island",離島區,東涌市政大樓,新界大嶼山東涌文東路39 號,离岛区,东涌市政大楼,新界大屿山东涌文东路39 号,0,10,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json,113.94390900000008,22.29058100000003
Islands,Shell Airport Cargo Terminal,"12 Chek Lap Kok S Rd, Chek Lap Kok",離島區,蜆殼機場貨運大樓,赤鱲角赤鱲角南路12號,离岛区,蚬壳机场货运大楼,赤鱲角赤鱲角南路12号,0,2,0,0,0,2,0,0,0,-,-,113.93108000000007,22.29179700000003
Islands,Tai O Carpark,"Tai O Road, Tai O, Lantau",離島區,大澳停車場,大嶼山大澳大澳道,离岛区,大澳停车场,大屿山大澳大澳道,0,9,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json,113.86337600000002,22.252567000000056
Islands,Yu Nga Court,"8 Yi Tung Rd, Tung Chung",離島區,裕雅苑,東涌怡東路8號,离岛区,裕雅苑,东涌怡东路8号,10,10,0,0,0,0,0,0,0,-,-,113.94769200000007,22.295266000000026
Islands,Yu Tai Court,TUNG CHUNG ROAD,離島區,裕泰苑,東涌道,离岛区,裕泰苑,东涌道,4,0,0,0,0,0,0,0,0,-,-,113.94013400000006,22.28084700000005
Islands,Yat Tung Estate Carpark 3,"8 Yat Tung St, Yat Tung Estate",離島區,逸東邨3號停車場,逸東邨逸東街8號,离岛区,逸东邨3号停车场,逸东邨逸东街8号,0,9,0,0,0,0,0,0,0,-,-,113.93609300000003,22.281976000000043
Islands,Yat Tung Car Park 1 (Mei Yat) ,"Yat Tung Shopping Centre, 8 Yat Tung Street, Tung Chung, New Territories",離島區,逸東1號(美逸)停車場,新界東涌逸東街8號逸東商場,离岛区,逸东1号(美逸)停车场,新界东涌逸东街8号逸东商场,0,18,0,0,2,2,0,0,0,-,-,113.93862800000011,22.281096000000048
