NAME_OF_DISTRICT_COUNCIL_DISTRICT_EN,LOCATION_EN,ADDRESS_EN,NAME_OF_DISTRICT_COUNCIL_DISTRICT_TC,LOCATION_TC,ADDRESS_TC,NAME_OF_DISTRICT_COUNCIL_DISTRICT_SC,LOCATION_SC,ADDRESS_SC,STANDARD_BS1363_no,MEDIUM_IEC62196_no,MEDIUM_SAEJ1772_no,MEDIUM_OTHERS_no,QUICK_CHAdeMO_no,QUICK_CCS_DC_COMBO_no,QUICK_IEC62196_no,QUICK_GB_T20234_3_DC__no,QUICK_OTHERS_no,REMARK_FOR__OTHERS_,DATA_PATH,GeometryLongitude,GeometryLatitude
Kwun Tong,Telford Plaza Phase II Car Park,"33 WAI YIP STREET, Kwun Tong District, Kowloon",觀塘區,德福廣場二期停車場,九龍 觀塘區 偉業街33號,观塘区,德福广场二期停车场,九龙 观塘区 观塘道33号,0,0,0,0,0,0,3,0,0,-,-,114.21316500000012,22.32114800000005
Kwun Tong,Pacific Trade Centre,KAI HING ROAD,觀塘區,太平洋貿易中心,啟興道,观塘区,太平洋贸易中心,启兴道,2,0,0,0,0,0,0,0,0,-,-,114.21237800000006,22.316272000000026
Kwun Tong,Choi Tak Estate Carpark,CHOI WING ROAD,觀塘區,彩德邨停車場,彩榮路,观塘区,彩德邨停车场,彩荣路,0,5,0,0,0,0,5,0,0,-,-,114.213299,22.329574000000036
Kwun Tong,Yau Lai Shopping Centre Carpark,YAU TONG ROAD,觀塘區,油麗商場停車場,油塘道,观塘区,油丽商场停车场,油塘道,0,7,0,0,1,1,7,0,1,-,-,114.23710600000004,22.298485000000028
Kwun Tong,PROFICIENT INDUSTRIAL CENTRE,"WANG KWUN ROAD, KWUN TONG",觀塘區,鴻力工業中心,觀塘 宏冠道,观塘区,鸿力工业中心,观塘 宏冠道,1,0,0,0,0,0,0,0,0,-,-,114.20856500000002,22.322594000000038
Kwun Tong,Everest Industrial Centre,"85 How Ming St, Kwun Tong",觀塘區,毅力工業中心,觀塘巧明街85號,观塘区,毅力工业中心,观塘巧明街85号,1,0,0,0,0,0,0,0,0,-,-,114.22214500000007,22.312858000000062
Kwun Tong,Harbourside HQ,"2, Kai Hing Road",觀塘區,啟匯,啓興道2號,观塘区,启汇,启兴道2号,2,5,0,0,0,0,2,0,0,-,-,114.21215100000006,22.31556800000004
Kwun Tong,Domain Carpark,Ko Chiu Road,觀塘區,大本型停車場,高超道,观塘区,大本型停车场,高超道,0,33,0,0,0,0,0,0,0,-,-,114.23860200000001,22.29605300000003
Kwun Tong,Lower ngau tau kok estate Car Park,"120 Ngau Tau Kok Road , Ngau Tau Kok,Kowloon",觀塘區,牛頭角下邨車場,九龍觀塘區牛頭角牛頭角道120號,观塘区,牛头角下邨车场,九龙观塘区牛头角牛头角道120号,14,4,0,0,0,0,0,0,0,-,-,114.21489200000008,22.32126100000005
Kwun Tong,Kwun Tong Garedn Estate (Lotus Tower),"NGAU TAU KOK ROAD, KWUN TONG",觀塘區,觀塘花園大廈 (玉蓮臺),觀塘 牛頭角道,观塘区,观塘花园大厦 (玉莲台),观塘 牛头角道,1,0,0,0,0,0,0,0,0,-,-,114.2203750000001,22.31552000000005
Kwun Tong,L'hotel Elan,"40 Chong Yip St, Kwun Tong",觀塘區,如心艾朗酒店,觀塘創業街40號,观塘区,如心艾朗酒店,观塘创业街40号,0,0,0,2,0,0,0,0,0,Tesla Wall Connector,-,114.21922300000006,22.31401100000005
Kwun Tong,Choi Hung Park-and-Ride Public Car Park,"CLEAR WATER BAY ROAD, KWUN TONG",觀塘區,彩虹泊車轉乘公眾停車場,觀塘 清水灣道,观塘区,彩虹泊车转乘公众停车场,观塘 清水湾道,0,0,0,0,0,0,5,0,0,-,-,114.20970800000009,22.333919000000037
Kwun Tong,Infotech Centre,"18, Hung To Rd, Kwun Tong",觀塘區,訊科中心,觀塘鴻圖道18號,观塘区,讯科中心,观塘鸿图道18号,1,0,0,0,0,0,0,0,0,-,-,114.21945600000004,22.313267000000053
Kwun Tong,Billion Trade Centre,"31 Hung To Rd, Kwun Tong",觀塘區,鴻貿中心,觀塘鴻圖道31號,观塘区,鸿贸中心,观塘鸿图道31号,1,0,0,0,0,0,0,0,0,-,-,114.2202440000001,22.31251000000003
Kwun Tong,Hoplite Industrial Centre,"2, 3 Wang Tai Rd, Kowloon Bay",觀塘區,合力工業中心,九龍灣宏泰道2-3號,观塘区,合力工业中心,九龙湾宏泰道2-3号,1,0,0,0,0,0,0,0,0,-,-,114.20991200000003,22.323296000000028
Kwun Tong,Entreport Centre,"HOW MING STREET, KWUN TONG",觀塘區,港貿中心,觀塘 巧明街,观塘区,港贸中心,观塘 巧明街,1,0,0,0,0,0,0,0,0,-,-,114.22459600000002,22.311365000000023
Kwun Tong,On Tat Estate Car park,"3, On Chui Street, Kwun Tong",觀塘區,安達邨停車場,觀塘安翠街3號,观塘区,安达邨停车场,观塘安翠街3号,2,3,0,0,0,0,0,0,0,-,-,114.23520600000006,22.32058900000004
Kwun Tong,One Bay East,"B2/F, 83 Hoi Bun Road, Kwun Tong, KLN",觀塘區,One Bay East,九龍觀塘海濱道 83 號地庫二樓,观塘区,One Bay East,九龙观塘海滨道 83 号地库二楼,0,10,0,0,0,0,0,0,0,-,-,114.2146150000001,22.315733000000023
Kwun Tong,One Kowloon,"WANG YUEN STREET, KWUN TONG",觀塘區,一號九龍,觀塘 宏遠街,观塘区,一号九龙,观塘 宏远街,0,0,0,6,0,0,6,0,0,Tesla Wall Connector,-,114.2101090000001,22.32094900000004
Kwun Tong,The Bay Hub,"Goldin Financial Global Centre, 17 Kai Cheung Road, Kowloon Bay, KLN",觀塘區,太豐匯,九龍九龍灣啟祥道17號高銀金融國際中心,观塘区,太丰汇,九龙九龙湾启祥道17号高银金融国际中心,157,2,0,0,0,0,0,0,4,Tesla Wall Connector,-,114.20647800000006,22.325744000000043
Kwun Tong,apm,KWUN TONG ROAD,觀塘區,apm,觀塘道,观塘区,apm,观塘道,2,0,0,0,0,0,2,0,0,-,-,114.22509100000002,22.312205000000063
Kwun Tong,Manulife Financial Centre,"223 Wai Yip Street, Kwun Tong",觀塘區,宏利金融中心,觀塘偉業街223號,观塘区,宏利金融中心,观塘伟业街223号,0,3,0,0,0,0,0,0,0,-,-,114.223206,22.308005000000037
Kwun Tong,No.1 Lei Yue Mun Path Public Carpark ,"No.1 Lei Yue Mun Path, Yau Tong, Kowloon",觀塘區,鯉魚門徑1號公眾停車場,九龍油塘鯉魚門徑1號,观塘区,鲤鱼门径1号公众停车场,九龙油塘鲤鱼门径1号,0,0,0,1,0,0,0,0,0,Tesla Wall Connector,-,114.23881700000004,22.29269400000004
Kwun Tong,FtLife Tower,"SHEUNG YUET ROAD, KWUN TONG",觀塘區,富通中心,觀塘 常悅道,观塘区,富通中心,观塘 常悦道,0,0,0,42,0,0,0,0,18,Tesla Supercharger,-,114.21006000000011,22.32146300000005
Kwun Tong,On Tai Estate Carpark,"G/F., Hang Tai House, On Tai Estate, Kwun Tong",觀塘區,安泰邨停車場,觀塘安泰邨恒泰樓地下,观塘区,安泰邨停车场,观塘安泰邨恒泰楼地下,27,0,0,0,0,0,0,0,0,-,-,114.22859500000004,22.32702800000004
Kwun Tong,The Quayside Car Park,"The Quayside,77 Hoi Bun Road,Kwun Tong,Kowloon,Hong Kong",觀塘區,海濱匯停車場,香港九龍觀塘海濱道77號海濱匯,观塘区,海滨汇停车场,香港九龙观塘海滨道77号海滨汇,312,100,0,0,3,3,0,0,6,-,-,114.21342800000002,22.31653300000005
Kwun Tong,Choi Hing Court Car Park,"1 CHOI SING LANE,Ngau Tau Kok,Kowloon",觀塘區,彩興苑停車場,"九龍,牛頭角,彩盛里1號",观塘区,彩兴苑停车场,"九龙,牛头角,彩盛里1号",2,0,0,0,0,0,0,0,0,-,-,114.21353500000009,22.331585000000075
Kwun Tong,One Pacific Centre,Kwun Tong Road,觀塘區,1亞太中心,觀塘道,观塘区,1亚太中心,观塘道,0,0,0,52,0,0,0,0,9,Tesla Wall Connector / Supercharger,-,114.22467400000005,22.312760000000026
Kwun Tong,8 Yan Yue Wai Public Vehicle Park,8 Yan Yue Wai,觀塘區,仁宇圍8號公眾停車場,油塘仁宇圍8號,观塘区,仁宇围8号公众停车场,油塘仁宇围8号,0,18,0,0,0,0,2,0,0,-,-,114.23669400000006,22.292080000000055
Kwun Tong,Lei Yue Mun Municipal Services Building,"6 Lei Yue Mun Path, Yau Tong",觀塘區,鯉魚門市政大廈,油塘鯉魚門徑6號,观塘区,鲤鱼门市政大厦,油塘鲤鱼门径6号,0,6,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json,114.238831,22.292269000000033
Kwun Tong,Shun Lee Tsuen Park,Shun Lee Tsuen Park,觀塘區,順利邨公園,順利邨公園,观塘区,顺利邨公园,顺利邨公园,0,4,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json,114.22483800000009,22.32897600000007
Kwun Tong,Choi Fook Estate Car Park,"58 Choi Wing Road, Ngau Tau Kok,Kowloon",觀塘區,彩福邨車場,"九龍,牛頭角,彩榮路58號",观塘区,彩福邨车场,"九龙,牛头角,彩荣路58号",6,0,0,0,0,0,0,0,0,-,-,114.21740100000011,22.327755000000025
Kwun Tong,Kowloon Bay Park,"18 Kai Lai Road, Kowloon Bay",觀塘區,九龍灣公園停車場,九龍灣啟禮道18號,观塘区,九龙湾公园停车场,九龙湾启礼道18号,0,11,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json,114.20716100000004,22.327232000000038
Kwun Tong,Ping Shek Playground,"20 New Clear Water Bay Road, Kowloon",觀塘區,坪石遊樂場,九龍新清水灣道20號,观塘区,坪石游乐场,九龙新清水湾道20号,0,10,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json,114.21289100000001,22.33203700000007
Kwun Tong,Yue Man Square,"33 Hip Wo Street, Kwun Tong, Kowloon",觀塘區,裕民坊,九龍觀塘協和街33號,观塘区,裕民坊,九龙观塘协和街33号,0,45,0,0,2,2,10,0,0,-,-,114.22489300000007,22.314483000000052
Kwun Tong,Manulife Place,International Trade Tower,觀塘區,宏利廣場,國際貿易中心,观塘区,国际贸易中心,国际贸易中心,0,6,0,0,0,2,0,0,0,-,-,114.21706900000004,22.314928000000066
Kwun Tong,Eastcore,"95 How Ming St, Kwun Tong",觀塘區,嘉域大廈,觀塘巧明街95號,观塘区,嘉域大厦,观塘巧明街95号,0,0,0,4,0,0,0,0,0,Tesla Wall Connector,-,114.22275600000012,22.312842000000046
Kwun Tong,Ko Cheung Court,"LEI YUE MUN ROAD, KWUN TONG",觀塘區,高翔苑,觀塘 鯉魚門道,观塘区,高翔苑,观塘 鲤鱼门道,1,0,0,0,0,0,0,0,0,-,-,114.24054000000001,22.295705000000055
Kwun Tong,Kai Tin (New Wing) Car Park ,"Kai Tin Shopping Centre, 50 Kai Tin Road, Lam Tin, Kwun Tong, Kowloon",觀塘區,啟田新翼停車場,九龍觀塘藍田啟田道50號啟田商場,观塘区,启田新翼停车场,九龙观塘蓝田启田道50号启田商场,0,0,0,9,0,0,0,0,3,Tesla Wall Connector / Supercharger,-,114.23570000000007,22.308260000000075
Kwun Tong,Kai Tin (Old Wing) Car Park ,"Kai Tin Shopping Centre, 50 Kai Tin Road, Lam Tin, Kwun Tong, Kowloon",觀塘區,啟田舊翼停車場,九龍觀塘藍田啟田道50號啟田商場,观塘区,启田旧翼停车场,九龙观塘蓝田启田道50号启田商场,0,45,0,0,2,2,0,0,0,-,-,114.23440000000005,22.308920000000057
Kwun Tong,Grand Central,"67 Hip Wo St, Kwun Tong",觀塘區,凱滙,觀塘協和街67號,观塘区,凯汇,观塘协和街67号,0,21,0,0,0,0,0,0,0,-,-,114.22570600000006,22.314509000000044
Kwun Tong,On Kay Court Car Park,"20 CHUN WAH ROAD, Ngau Tau Kok,Kowloon",觀塘區,安基苑車場,"九龍,牛頭角,振華道20號",观塘区,安基苑车场,"九龙,牛头角,振华道20号",0,5,0,0,0,0,0,0,0,-,-,114.21697300000005,22.32188400000007
Kwun Tong,Kwun Tong Storefriendly Tower (Peninsula),82 Hung To Road ,觀塘區,觀塘儲存易集團中心 (東九龍),觀塘鴻圖道82號,观塘区,观塘储存易集团中心 (东九龙),观塘鸿图道82号,0,0,0,0,0,0,3,0,0,-,-,114.22417000000007,22.30815000000007
Kwun Tong,Infinity Eight,"Ping Shan, 坪石里, Ngau Tau Kok",觀塘區,匯八坊,牛頭角坪石里,观塘区,汇八坊,牛头角坪石里,0,0,0,0,0,0,0,0,0,-,-,114.20998500000007,22.333857000000023
Kwun Tong,LAGUNA COMMERCIAL PLAZA (PHASE 1),"CHA KWO LING ROAD, KWUN TONG",觀塘區,麗港城商場,觀塘 茶果嶺道,观塘区,丽港城商场,观塘 茶果岭道,0,4,0,0,0,4,0,0,0,-,-,114.22811700000011,22.307074000000057
Kwun Tong,Ko Chun Car Park ,"Ko Chun Court Retail and Car Park, 23 Ko Chiu Road, Yau Tong, Kwun Tong, Kowloon",觀塘區,高俊停車場,九龍觀塘油塘高超道23號高俊苑商舖及停車場,观塘区,高俊停车场,九龙观塘油塘高超道23号高俊苑商铺及停车场,0,14,0,0,0,0,0,0,0,-,-,114.2419000000001,22.298060000000078
Kwun Tong,Hiu Lai Car Park ,"Hiu Lai Shopping Centre, 21 Hiu Kwong Street, Kwun Tong, Kowloon",觀塘區,曉麗停車場,九龍觀塘曉光街21號曉麗商場,观塘区,晓丽停车场,九龙观塘晓光街21号晓丽商场,0,18,0,0,0,0,0,0,0,-,-,114.22966600000007,22.320862000000034
Kwun Tong,Sau Mau Ping Phase 3 Car Park ,"Sau Mau Ping (III) Estate Retail and Car Park, Sau Ming Road, Sau Mau Ping, Kwun Tong, Kowloon",觀塘區,秀茂坪3期停車場,九龍觀塘秀茂坪秀明道秀茂坪邨第三期商舖及停車場,观塘区,秀茂坪3期停车场,九龙观塘秀茂坪秀明道秀茂坪邨第三期商铺及停车场,0,9,0,0,0,0,0,0,0,-,-,114.23053400000003,22.321743000000026
Kwun Tong,Sau Mau Ping SC Car Park ,"Sau Mau Ping Shopping Centre, 101 Sau Ming Road, Sau Mau Ping, Kwun Tong, Kowloon",觀塘區,秀茂坪商場停車場,九龍觀塘秀茂坪秀明道101號秀茂坪商場,观塘区,秀茂坪商场停车场,九龙观塘秀茂坪秀明道101号秀茂坪商场,0,27,0,0,2,2,0,0,0,-,-,114.23227800000006,22.32003100000003
Kwun Tong,Fullerton Centre,"19 Hung To Road, Kwun Tong",觀塘區,富登中心,觀塘鴻圖道19號,观塘区,富登中心,观塘鸿图道19号,0,2,0,0,0,0,0,0,0,-,-,114.21955000000003,22.31349700000004
Kwun Tong,Remington Centre,"HUNG TO ROAD, KWUN TONG",觀塘區,利登中心,觀塘 鴻圖道,观塘区,利登中心,观塘 鸿图道,0,2,0,0,0,0,0,0,0,-,-,114.21985000000006,22.313199000000054
Kwun Tong,Hong Yat Car Park ,"Hong Yat Court Retail and Car Park, 1 Tak Tin Street, Lam Tin, Kwun Tong, Kowloon",觀塘區,康逸停車場,九龍觀塘藍田德田街1號康逸苑商舖及停車場,观塘区,康逸停车场,九龙观塘蓝田德田街1号康逸苑商铺及停车场,0,13,0,0,0,0,0,0,0,-,-,114.23449000000005,22.310441000000026
Kwun Tong,Boton Technology Innovation Tower,"25 Chong Yip St, Kwun Tong",觀塘區,波頓科創中心,觀塘創業街25號,观塘区,波顿科创中心,观塘创业街25号,0,0,0,12,0,0,0,0,0,Tesla Wall Connector,-,114.21951000000001,22.31434900000005
Kwun Tong,Capital Tower ,38 Wai Yip Street,觀塘區,富臨中心,偉業街38號,观塘区,富临中心,伟业街38号,0,0,0,12,0,0,0,0,0,Tesla Wall Connector,-,114.21211800000003,22.318471000000045
Kwun Tong,Gravity,"20 Hing Yip St, Kwun Tong",觀塘區,萬有引力,觀塘興業街20號,观塘区,万有引力,观塘兴业街20号,0,0,0,2,0,0,0,0,0,Tesla Wall Connector,-,114.2256450000001,22.308771000000036
Kwun Tong,NEO,"Hoi Bun Road, Kwun Tong, KLN",觀塘區,綠景,九龍觀塘海濱道,观塘区,绿景,九龙观塘海滨道,0,0,0,0,0,0,0,0,7,Tesla Wall Connector,-,114.21630400000004,22.314023000000077
Kwun Tong,Millennium City 2 & 3 (Wilson Parking),KWUN TONG ROAD,觀塘區,創紀之城2及3期 (威信停車場),觀塘道,观塘区,创纪之城2及3期 (威信停车场),观塘道,0,0,0,0,0,0,0,0,1,Tesla Wall Connector,-,114.21977300000003,22.314561000000026
Kwun Tong,Two Harbour Square,WAI YIP STREET,觀塘區,二號海港廣場,偉業街,观塘区,二号海港广场,伟业街,0,0,0,10,0,0,0,0,0,Tesla Wall Connector,-,114.2212320000001,22.30962900000003
Kwun Tong,Ping Tin Phase 2 Car Park ,"Ping Tin Shopping Centre, 23 On Tin Street, Lam Tin, Kwun Tong, Kowloon",觀塘區,平田2期停車場,九龍觀塘藍田安田街23號平田商場,观塘区,平田2期停车场,九龙观塘蓝田安田街23号平田商场,0,13,0,0,0,0,0,0,0,-,-,114.23770000000002,22.305860000000052
Kwun Tong,Po Tat Car Park B and C ,"Po Tat Shopping Centre, 2 Po Lam Road, Sau Mau Ping, Kwun Tong, Kowloon",觀塘區,寶達 B & C停車場,九龍觀塘秀茂坪寶琳路2號寶達商場,观塘区,宝达 B & C停车场,九龙观塘秀茂坪宝琳路2号宝达商场,0,14,0,0,0,0,0,0,0,-,-,114.2380720000001,22.316985000000045
Kwun Tong,DCH Building,"20 Kai Cheung Rd, Kowloon Bay",觀塘區,大昌行集團大廈,九龍灣啓祥道20號,观塘区,大昌行集团大厦,九龙湾启祥道20号,0,0,0,0,2,16,0,0,0,-,-,114.20751300000006,22.324389000000053
Kwun Tong,Seaview Centre,"139 Hoi Bun Road, Kwun Tong, KLN",觀塘區,海濱中心,觀塘海濱道139號,观塘区,海滨中心,观塘海滨道139号,1,0,0,0,0,0,0,0,0,-,-,114.21780400000011,22.31223200000005
Kwun Tong,CTF Life Tower,"18 SHEUNG YUET ROAD, KWUN TONG",觀塘區,周大福保險中心,九龍灣常悅道18號,观塘区,周大福保险中心,九龙湾常悦道18号,0,0,0,42,0,0,0,0,18,Tesla Wall Connector / Supercharger,-,114.2102010000001,22.321143000000063
Kwun Tong,Kwun Tong Tai Yip Street,"21 Tai Yip Street, Kwun Tong",觀塘區,觀塘大業街,觀塘大業街 21號嘉合發展中心地下,观塘区,观塘大业街,观塘大业街 21号嘉合发展中心地下,0,0,0,0,0,2,0,0,0,-,-,114.21559400000001,22.316246000000035
Kwun Tong,Hong Pak Car Park ,"Hong Pak Court Retail and Car Park, 139 Pik Wan Road, Lam Tin, Kwun Tong, Kowloon",觀塘區,康柏停車場,九龍觀塘藍田碧雲道139號康栢苑商舖及停車場,观塘区,康柏停车场,九龙观塘蓝田碧云道139号康栢苑商铺及停车场,0,11,0,0,0,0,0,0,0,-,-,114.2391560000001,22.302487000000042
Kwun Tong,Hong Shui Car Park ,"Hong Shui Court Retail and Car Park, 133 Pik Wan Road, Lam Tin, Kwun Tong, Kowloon",觀塘區,康瑞停車場,九龍觀塘藍田碧雲道133號康瑞苑商舖及停車場,观塘区,康瑞停车场,九龙观塘蓝田碧云道133号康瑞苑商铺及停车场,0,9,0,0,0,0,0,0,0,-,-,114.24035000000003,22.30157900000006
Kwun Tong,Tsui Ping South Car Park,"Tsui Ping South Estate Car Park, 19 Tsui Ping Road, Kwun Tong,  Kowloon",觀塘區,翠屏南停車場,九龍觀塘翠屏道19號翠屏南邨停車場,观塘区,翠屏南停车场,九龙观塘翠屏道19号翠屏南邨停车场,0,21,0,0,0,0,0,0,0,-,-,114.23040800000001,22.312275000000056
Kwun Tong,Peninsula East,"9 Shung Yiu St, Yau Tong",觀塘區,Peninsula East,油塘崇耀街9號,观塘区,Peninsula East,油塘崇耀街9号,0,3,0,0,0,0,0,0,0,-,-,114.23455000000001,22.294238000000064
Kwun Tong,SCENEWAY GARDEN,"SCENEWAY ROAD, KWUN TONG",觀塘區,匯景花園,觀塘 匯景道,观塘区,汇景花园,观塘 汇景道,0,0,0,0,0,2,0,0,0,-,-,114.23332900000003,22.306883000000028
Kwun Tong,One Sky Parc,"53 Hung To Rd, Kwun Tong",觀塘區,One Sky Parc,觀塘鴻圖道53號,观塘区,One Sky Parc,观塘鸿图道53号,0,0,0,0,0,0,1,0,0,-,-,114.22198300000002,22.31108500000005
Kwun Tong,Lok Wah (N) CPA,"Lok Wah Commercial Centre, 70 Chun Wah Road, Ngau Tau Kwok, Kwun Tong, Kowloon",觀塘區,樂華北A,九龍觀塘牛頭角振華道70號樂華商場,观塘区,乐华北A,九龙观塘牛头角振华道70号乐华商场,0,18,0,0,1,1,0,0,0,-,-,114.22079400000007,22.321522000000073
Kwun Tong,Lok Wah (N) B Car Park ,"Lok Wah Commercial Centre, 70 Chun Wah Road, Ngau Tau Kwok, Kwun Tong, Kowloon",觀塘區,樂華北B停車場,九龍觀塘牛頭角振華道70號樂華商場,观塘区,乐华北B停车场,九龙观塘牛头角振华道70号乐华商场,0,7,0,0,0,0,0,0,0,-,-,114.22027500000002,22.322330000000022
Kwun Tong,Po Pui Car Park,"Po Pui Court Car Park, Po Pui Street, Kwun Tong,  Kowloon",觀塘區,寶珮停車場,九龍觀塘寶珮街寶珮苑停車場,观塘区,宝佩停车场,九龙观塘宝佩街宝佩苑停车场,0,18,0,0,0,0,0,0,0,-,-,114.22797400000002,22.317080000000033
Kwun Tong,Tak Tin Car Park A ,"Tak Tin Plaza, 223 Pik Wan Road, Lam Tin, Kwun Tong, Kowloon",觀塘區,德田A停車場,九龍觀塘藍田碧雲道223號德田廣場,观塘区,德田A停车场,九龙观塘蓝田碧云道223号德田广场,0,17,0,0,0,0,0,0,0,-,-,114.23890000000006,22.30923000000007
Sham Shui Po,FESTIVAL WALK,"TAT CHEE AVENUE, SHAM SHUI PO",深水埗區,又一城,深水埗達之路,深水埗区,又一城,深水埗達之路,0,30,0,0,0,0,0,0,4,Tesla Supercharger,-,114.17429800000002,22.33750800000007
Sham Shui Po,CEO Tower,"77 Wing Hong St, Cheung Sha Wan",深水埗區,環薈中心,長沙灣永康街77號,深水埗区,环荟中心,长沙湾永康街77号,2,0,0,0,0,0,0,0,0,-,-,114.14926400000002,22.339410000000044
Sham Shui Po,Excel Centre,"483A Castle Peak Rd, Lai Chi Kok",深水埗區,卓匯中心,長沙灣青山道483A號,深水埗区,卓汇中心,长沙湾青山道483A号,1,0,0,0,0,0,0,0,0,-,-,114.15006300000005,22.339009000000033
Sham Shui Po,Cheung Sha Wan Government Offices Car Park,"303 Cheung Sha Wan Road, Kowloon",深水埗區,長沙灣政府合署停車場,九龍長沙灣道303號,深水埗区,长沙湾政府合署停车场,九龙长沙湾道303号,0,71,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json,114.16036400000007,22.331759000000034
Sham Shui Po,Dragon Centre,"71-79 Wing Hong St, Cheung Sha Wan",深水埗區,恆龍工商中心,長沙灣永康街71-79號,深水埗区,恒龙工商中心,长沙湾永康街71-79号,1,0,0,0,0,0,0,0,0,-,-,114.14961000000005,22.339450000000056
Sham Shui Po,Kowloon Plaza,"485 Castle Peak Road, Lai Chi Kok",深水埗區,九龍廣場,荔枝角青山道485號,深水埗区,九龙广场,荔枝角青山道485号,1,0,0,0,0,0,0,0,0,-,-,114.14934800000003,22.338565000000074
Sham Shui Po,Manhattan Hill,"PO LUN STREET, SHAM SHUI PO",深水埗區,曼克頓山,深水埗寶輪街,深水埗区,曼克顿山,深水埗寶輪街,1,0,0,0,0,0,0,0,0,-,-,114.14221200000009,22.33429700000005
Sham Shui Po,CHEUNG SHA WAN ESTATE,"Cheung Sha Wan Estate, Sham Shui Po, Kowloon",深水埗區,長沙灣邨,"長沙灣邨, 深水埗區, 九龍",深水埗区,长沙湾邨,"长沙湾邨, 深水埗区, 九龙",4,5,0,0,0,0,0,0,0,-,-,114.15639500000009,22.334570000000042
Sham Shui Po,D2 Place Two,"17 Cheung Yee St, Cheung Sha Wan",深水埗區,D2 Place Two,17 長義街,深水埗区,D2 Place Two,17 长义街,0,0,0,8,0,18,0,0,0,Tesla Wall Connector,-,114.1474720000001,22.33585000000005
Sham Shui Po,Shek Kip Mei Park,"270 Nam Cheong Street, Sham Shui Po",深水埗區,石硤尾公園,深水埗南昌街270號,深水埗区,石硖尾公园,深水埗南昌街270号,0,1,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json,114.16990700000008,22.338652000000025
Sham Shui Po,Shek Kip Mei Park Sports Centre,"290 Nam Cheong Street, Sham Shui Po",深水埗區,石硤尾公園體體育館,深水埗南昌街290號,深水埗区,石硖尾公园体育馆,深水埗南昌街290号,0,1,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json,114.17033600000002,22.33679600000005
Kowloon City,City University of Hong Kong-Press Printing Section Outdoor Carpark,"83 Tat Chee Ave, Kowloon Tong",九龍城區,香港城市大學印刷組外露天停車場,九龍塘達之路83號,九龙城区,香港城市大学印刷组外露天停车场,九龙塘达之路83号,0,0,0,0,0,0,2,0,0,-,-,114.17312900000002,22.33777500000008
Kowloon City,"Bank of China (HK) Complex Carpark, The City University of Hong Kong","83 Tat Chee Ave, Kowloon Tong",九龍城區,香港城市大學中國銀行（香港）綜合樓停車場,九龍塘達之路83號,九龙城区,香港城市大学中国银行（香港）综合楼停车场,九龙塘达之路83号,0,0,0,0,0,0,2,0,0,-,-,114.17312900000002,22.33777500000008
Kowloon City,City University of Hong Kong-Lau Ming Wai Academic Building Carpark,"83 Tat Chee Ave, Kowloon Tong",九龍城區,香港城市大學劉鳴煒學術樓停車場,九龍塘達之路83號,九龙城区,香港城市大学刘鸣炜学术楼停车场,九龙塘达之路83号,0,0,0,0,0,0,2,0,0,-,-,114.17312900000002,22.33777500000008
Sham Shui Po,So Uk Estate Car Park (Phase 2),"Cheung Sha Wan Cheung Fat Street, Kowloon",深水埗區,蘇屋邨停車場 (第二期),九龍長沙灣長發街,深水埗区,苏屋邨停车场 (第二期),九龙长沙湾长发街,2,0,0,0,0,0,0,0,0,-,-,114.15656700000011,22.34108200000003
Sham Shui Po,V Walk,"28 Sham Mong Rd, Sham Shui Po",深水埗區,V Walk,大角咀深旺道28號,深水埗区,V Walk,大角咀深旺道28号,0,0,0,0,0,4,0,0,3,-,-,114.15499800000009,22.326617000000056
Sham Shui Po,Hoi Lok Court,LAI YING STREET,深水埗區,凱樂苑,荔盈街,深水埗区,凯乐苑,荔盈街,10,0,0,0,0,0,0,0,0,-,-,114.14933700000006,22.327868000000024
Sham Shui Po,HEYA AQUA,"FUK WING STREET, SHAM SHUI PO",深水埗區,喜漾,深水埗福榮街,深水埗区,喜漾,深水埗福榮街,0,2,0,0,0,0,0,0,0,-,-,114.15437100000008,22.338824000000045
Sham Shui Po,Cronin Garden,"2 Po On Rd, Cheung Sha Wan",深水埗區,樂年花園,李鄭屋保安道2號,深水埗区,乐年花园,李郑屋保安道2号,0,2,0,0,0,0,0,0,0,-,-,114.1609850000001,22.336285000000032
Sham Shui Po,Heya Crystal,"CASTLE PEAK ROAD, SHAM SHUI PO",深水埗區,喜薈,深水埗青山道,深水埗区,喜薈,深水埗青山道,0,3,0,0,0,0,0,0,0,-,-,114.15478800000005,22.339214000000027
